ENSG00000223972.5	chr1:11869
ENSG00000225594.1	chr2:132087289
ENSG00000227745.1	chr2:132139429
ENSG00000163046.15	chr2:132257969
ENSG00000239108.1	chr2:132152349
ENSG00000202174.1	chr2:132253305
ENSG00000221288.1	chr2:132257080
ENSG00000233786.1	chr2:132262328
ENSG00000230803.1	chr2:132294377
ENSG00000018607.6	chr2:132309309
ENSG00000272769.1	chr2:132347297
ENSG00000230992.3	chr2:132352722
ENSG00000252705.1	chr2:132406858
ENSG00000183840.6	chr2:132416574
ENSG00000232349.2	chr2:132489088
ENSG00000200718.1	chr2:132523617
ENSG00000150551.10	chr2:132671579
ENSG00000230065.1	chr2:132660526
ENSG00000176771.16	chr2:133568463
ENSG00000228721.1	chr2:132911261
ENSG00000233729.1	chr2:132915557
ENSG00000279512.1	chr2:133117004
ENSG00000226953.7	chr2:133264968
ENSG00000252688.1	chr2:133333829
ENSG00000222068.1	chr2:133391398
ENSG00000232474.1	chr2:133433897
ENSG00000223430.1	chr2:133554315
ENSG00000200708.1	chr2:133596091
ENSG00000152127.8	chr2:134119983
ENSG00000263813.1	chr2:134127125
ENSG00000222921.1	chr2:134231195
ENSG00000234060.1	chr2:134320078
ENSG00000152128.13	chr2:134719000
ENSG00000224043.7	chr2:134918710
ENSG00000234682.1	chr2:134797169
ENSG00000228098.1	chr2:134816362
ENSG00000153086.13	chr2:134838547
ENSG00000263783.1	chr2:134857820
ENSG00000082258.12	chr2:134918235
ENSG00000176601.12	chr2:135047468
ENSG00000115839.17	chr2:135052265
ENSG00000208308.1	chr2:135136628
ENSG00000121988.17	chr2:135531236
ENSG00000235651.1	chr2:135511943
ENSG00000048991.16	chr2:135531455
ENSG00000201308.1	chr2:135656579
ENSG00000207654.4	chr2:135665397
ENSG00000144224.16	chr2:135741619
ENSG00000115850.9	chr2:135837180
ENSG00000200664.1	chr2:135810279
ENSG00000226806.1	chr2:135820191
ENSG00000076003.4	chr2:135876426
ENSG00000214070.3	chr2:135898978
ENSG00000115866.10	chr2:135986100
ENSG00000231890.7	chr2:135985176
ENSG00000237262.1	chr2:136077892
ENSG00000121966.6	chr2:136118165
ENSG00000227347.1	chr2:136200503
ENSG00000279024.1	chr2:136230753
ENSG00000230037.1	chr2:136329913
ENSG00000251976.1	chr2:136390332
ENSG00000229568.1	chr2:136544712
ENSG00000144229.11	chr2:136765545
ENSG00000212425.1	chr2:137512210
ENSG00000222394.2	chr2:137715332
ENSG00000150540.13	chr2:137964020
ENSG00000224231.1	chr2:138101884
ENSG00000233045.1	chr2:138278574
ENSG00000234645.3	chr2:138288793
ENSG00000237939.1	chr2:138307319
ENSG00000232915.1	chr2:138413318
ENSG00000228043.5	chr2:138501698
ENSG00000230569.1	chr2:138470656
ENSG00000144228.8	chr2:138501801
ENSG00000241772.2	chr2:138569090
ENSG00000260059.1	chr2:138602426
ENSG00000237772.1	chr2:138604510
ENSG00000144227.4	chr2:138780348
ENSG00000222826.1	chr2:138863895
ENSG00000229104.1	chr2:138897151
ENSG00000232992.2	chr2:138902747
ENSG00000226939.1	chr2:139366165
ENSG00000229131.1	chr2:139469775
ENSG00000206901.1	chr2:139511424
ENSG00000235232.1	chr2:139668547
ENSG00000228374.1	chr2:139733282
ENSG00000223554.1	chr2:139825877
ENSG00000240977.3	chr2:139982684
ENSG00000224028.1	chr2:140131780
ENSG00000227149.1	chr2:140217239
ENSG00000231567.1	chr2:140220368
ENSG00000223921.1	chr2:140221485
ENSG00000168702.17	chr2:142131701
ENSG00000277306.1	chr2:140234923
ENSG00000283506.1	chr2:140586685
ENSG00000236440.1	chr2:140683888
ENSG00000238065.1	chr2:140898423
ENSG00000201892.1	chr2:140992543
ENSG00000252015.1	chr2:141167357
ENSG00000233329.1	chr2:141208376
ENSG00000244125.1	chr2:142137830
ENSG00000228134.1	chr2:142543418
ENSG00000229781.1	chr2:142854095
ENSG00000115919.14	chr2:142877498
ENSG00000270390.1	chr2:142948086
ENSG00000075884.13	chr2:143091362
ENSG00000224288.2	chr2:143094164
ENSG00000226839.1	chr2:143094233
ENSG00000224852.1	chr2:143096555
ENSG00000232772.1	chr2:143098007
ENSG00000236300.2	chr2:143098417
ENSG00000227557.1	chr2:143098829
ENSG00000225476.1	chr2:143099933
ENSG00000284167.1	chr2:143100612
ENSG00000231766.1	chr2:143101355
ENSG00000257284.1	chr2:143172172
ENSG00000228655.6	chr2:143480789
ENSG00000257640.1	chr2:143572105
ENSG00000258268.1	chr2:143598002
ENSG00000283994.1	chr2:143601517
ENSG00000231758.2	chr2:143656179
ENSG00000257277.1	chr2:143741294
ENSG00000257226.1	chr2:143776073
ENSG00000236356.1	chr2:143799467
ENSG00000200287.1	chr2:143897263
ENSG00000232377.1	chr2:143937073
ENSG00000121964.14	chr2:144332568
ENSG00000169554.18	chr2:144524583
ENSG00000283118.1	chr2:144444848
ENSG00000279166.1	chr2:144496878
ENSG00000238057.8	chr2:144518097
ENSG00000275372.1	chr2:144518447
ENSG00000273537.1	chr2:144520456
ENSG00000277444.1	chr2:144521039
ENSG00000232606.1	chr2:144566435
ENSG00000226674.8	chr2:144667967
ENSG00000234940.1	chr2:144690185
ENSG00000276706.1	chr2:144705217
ENSG00000235352.1	chr2:144755998
ENSG00000268580.1	chr2:144882033
ENSG00000235435.1	chr2:145331847
ENSG00000214064.3	chr2:145337230
ENSG00000225107.1	chr2:145588024
ENSG00000226218.1	chr2:145603423
ENSG00000234119.1	chr2:145827830
ENSG00000279876.1	chr2:145874845
ENSG00000233842.1	chr2:145915090
ENSG00000251905.1	chr2:146145156
ENSG00000230559.1	chr2:146194296
ENSG00000227134.1	chr2:146477427
ENSG00000198526.7	chr2:146587506
ENSG00000271583.1	chr2:146834038
ENSG00000231040.1	chr2:146837749
ENSG00000227902.2	chr2:146879909
ENSG00000207225.1	chr2:147408342
ENSG00000207161.1	chr2:147472243
ENSG00000202074.1	chr2:147495540
ENSG00000253083.1	chr2:147713554
ENSG00000229143.1	chr2:147810346
ENSG00000121989.14	chr2:147844517
ENSG00000212389.1	chr2:147877422
ENSG00000223911.1	chr2:147902956
ENSG00000115947.13	chr2:148021604
ENSG00000204406.12	chr2:148021011
ENSG00000281469.1	chr2:148044380
ENSG00000281772.1	chr2:148062154
ENSG00000212181.1	chr2:148260708
ENSG00000224007.1	chr2:148296679
ENSG00000232238.1	chr2:148595158
ENSG00000135999.11	chr2:148644440
ENSG00000222126.1	chr2:148825835
ENSG00000223962.1	chr2:148863804
ENSG00000231079.7	chr2:148888823
ENSG00000228848.3	chr2:148870381
ENSG00000226340.1	chr2:148872797
ENSG00000168280.16	chr2:148875250
ENSG00000150556.16	chr2:149038107
ENSG00000228236.2	chr2:149068910
ENSG00000224337.1	chr2:149320593
ENSG00000187123.14	chr2:149329985
ENSG00000223604.1	chr2:149439897
ENSG00000168288.12	chr2:149587816
ENSG00000231969.1	chr2:149587196
ENSG00000207270.1	chr2:149610774
ENSG00000162947.4	chr2:149859191
ENSG00000230645.1	chr2:150171423
ENSG00000231420.1	chr2:150257007
ENSG00000115963.13	chr2:150539011
ENSG00000236049.1	chr2:150572221
ENSG00000237220.1	chr2:150566134
ENSG00000232359.1	chr2:150620067
ENSG00000224048.5	chr2:150612381
ENSG00000228064.1	chr2:150982506
ENSG00000222031.1	chr2:151048774
ENSG00000236885.1	chr2:151186209
ENSG00000213201.3	chr2:151186188
ENSG00000184898.6	chr2:151261879
ENSG00000123609.10	chr2:151290057
ENSG00000123610.4	chr2:151357592
ENSG00000283569.1	chr2:151368411
ENSG00000264684.1	chr2:151368334
ENSG00000242113.3	chr2:151372003
ENSG00000080345.17	chr2:151409883
ENSG00000183091.19	chr2:151734487
ENSG00000162980.16	chr2:151828492
ENSG00000283228.1	chr2:151973949
ENSG00000182389.19	chr2:152099475
ENSG00000225214.1	chr2:152098328
ENSG00000115145.9	chr2:152175992
ENSG00000234272.1	chr2:152131555
ENSG00000199884.1	chr2:152284460
ENSG00000157827.19	chr2:152335237
ENSG00000213197.3	chr2:152389937
ENSG00000270776.1	chr2:152539427
ENSG00000196504.15	chr2:152717997
ENSG00000177917.10	chr2:152717893
ENSG00000234932.2	chr2:152850824
ENSG00000226213.1	chr2:152876820
ENSG00000214025.2	chr2:153158938
ENSG00000224612.1	chr2:153201726
ENSG00000226338.1	chr2:153208163
ENSG00000227708.1	chr2:153337705
ENSG00000214024.2	chr2:153370612
ENSG00000242575.1	chr2:153421957
ENSG00000227400.2	chr2:153593288
ENSG00000200377.1	chr2:153446883
ENSG00000177519.3	chr2:153478808
ENSG00000236917.1	chr2:153762646
ENSG00000144278.14	chr2:153871913
ENSG00000230251.1	chr2:154286589
ENSG00000224675.1	chr2:154457438
ENSG00000238004.1	chr2:154459857
ENSG00000223290.1	chr2:154590407
ENSG00000235949.1	chr2:154697817
ENSG00000162989.4	chr2:154698299
ENSG00000228837.2	chr2:154941067
ENSG00000230991.1	chr2:154968003
ENSG00000223197.1	chr2:155089538
ENSG00000232982.1	chr2:155263724
ENSG00000229701.1	chr2:155264823
ENSG00000227682.2	chr2:155269633
ENSG00000233709.1	chr2:155311023
ENSG00000233039.1	chr2:155311697
ENSG00000233248.1	chr2:155313958
ENSG00000229935.1	chr2:155314066
ENSG00000206718.1	chr2:155330421
ENSG00000226383.6	chr2:156254950
ENSG00000235548.1	chr2:156034080
ENSG00000282440.1	chr2:156320255
ENSG00000153234.13	chr2:156342348
ENSG00000115159.15	chr2:156435290
ENSG00000283436.1	chr2:156655224
ENSG00000238069.1	chr2:156778372
ENSG00000213194.3	chr2:157211539
ENSG00000136542.8	chr2:157257598
ENSG00000222404.1	chr2:157299158
ENSG00000136541.14	chr2:157327713
ENSG00000230562.3	chr2:157380414
ENSG00000115165.9	chr2:157488961
ENSG00000123612.15	chr2:157629005
ENSG00000234584.1	chr2:157736005
ENSG00000115170.13	chr2:157875862
ENSG00000007001.12	chr2:157876702
ENSG00000270557.1	chr2:157877683
ENSG00000251980.1	chr2:157912772
ENSG00000271320.1	chr2:157917712
ENSG00000228937.1	chr2:157962888
ENSG00000212410.1	chr2:157985894
ENSG00000231158.1	chr2:158065545
ENSG00000237327.1	chr2:158127957
ENSG00000227480.2	chr2:158166650
ENSG00000153237.17	chr2:158456753
ENSG00000234890.1	chr2:158419955
ENSG00000243723.3	chr2:158447461
ENSG00000144283.21	chr2:158456964
ENSG00000227331.1	chr2:158548425
ENSG00000204380.4	chr2:158735002
ENSG00000228586.1	chr2:158685903
ENSG00000231675.1	chr2:158703287
ENSG00000163331.11	chr2:158795317
ENSG00000243792.1	chr2:158853755
ENSG00000251491.2	chr2:158862311
ENSG00000188668.4	chr2:158874642
ENSG00000222300.1	chr2:158935985
ENSG00000115183.14	chr2:158968671
ENSG00000213189.5	chr2:159003975
ENSG00000202029.1	chr2:159027142
ENSG00000226878.2	chr2:159056859
ENSG00000275141.1	chr2:159186835
ENSG00000196151.10	chr2:159286799
ENSG00000123636.17	chr2:159616692
ENSG00000223642.7	chr2:159386367
ENSG00000270893.1	chr2:159444117
ENSG00000225369.1	chr2:159463256
ENSG00000207117.1	chr2:159536346
ENSG00000224152.1	chr2:159615296
ENSG00000226266.6	chr2:159712435
ENSG00000230783.1	chr2:159690291
ENSG00000136536.14	chr2:159712457
ENSG00000241399.6	chr2:159798255
ENSG00000248672.5	chr2:159904710
ENSG00000054219.10	chr2:159904749
ENSG00000227055.1	chr2:159814009
ENSG00000153246.12	chr2:160062610
ENSG00000115221.10	chr2:160271888
ENSG00000153250.19	chr2:160493794
ENSG00000283734.1	chr2:160407882
ENSG00000279844.1	chr2:160850676
ENSG00000244372.3	chr2:160877547
ENSG00000232337.1	chr2:161050546
ENSG00000224467.1	chr2:161160224
ENSG00000136560.13	chr2:161136908
ENSG00000235724.8	chr2:161308303
ENSG00000227403.1	chr2:161244739
ENSG00000225813.1	chr2:161281902
ENSG00000115233.11	chr2:161308038
ENSG00000232320.6	chr2:161341326
ENSG00000271924.1	chr2:161409554
ENSG00000136535.14	chr2:161416094
ENSG00000224076.5	chr2:161423577
ENSG00000251621.1	chr2:161424015
ENSG00000144290.16	chr2:161424332
ENSG00000280105.1	chr2:161433874
ENSG00000226121.2	chr2:161507705
ENSG00000238570.1	chr2:161558544
ENSG00000226946.1	chr2:161570185
ENSG00000235716.1	chr2:161580072
ENSG00000234732.1	chr2:161931466
ENSG00000197635.9	chr2:162074542
ENSG00000230918.1	chr2:162073256
ENSG00000231445.1	chr2:162077651
ENSG00000224674.1	chr2:162088259
ENSG00000233397.1	chr2:162093429
ENSG00000115263.14	chr2:162152404
ENSG00000236841.7	chr2:162159762
ENSG00000078098.13	chr2:162245151
ENSG00000115267.5	chr2:162318703
ENSG00000115271.10	chr2:162318840
ENSG00000184611.11	chr2:162838730
ENSG00000212312.1	chr2:162496936
ENSG00000237750.2	chr2:162768936
ENSG00000230282.1	chr2:163153307
ENSG00000200902.1	chr2:163288995
ENSG00000182263.13	chr2:163736012
ENSG00000237844.1	chr2:164352223
ENSG00000226847.1	chr2:164213539
ENSG00000229641.1	chr2:164321933
ENSG00000115290.9	chr2:164621848
ENSG00000277998.1	chr2:164573741
ENSG00000082438.15	chr2:164843679
ENSG00000224331.2	chr2:164687596
ENSG00000206869.1	chr2:164687777
ENSG00000236283.4	chr2:164840672
ENSG00000199508.1	chr2:164858432
ENSG00000223318.1	chr2:164895777
ENSG00000169507.9	chr2:164955525
ENSG00000153253.16	chr2:165204067
ENSG00000136531.15	chr2:165194993
ENSG00000233204.1	chr2:165285253
ENSG00000178662.15	chr2:165469647
ENSG00000115339.13	chr2:165794682
ENSG00000235192.1	chr2:165794851
ENSG00000229195.1	chr2:165846091
ENSG00000232411.1	chr2:165839098
ENSG00000123607.14	chr2:165953843
ENSG00000224490.5	chr2:165933857
ENSG00000236107.7	chr2:165957399
ENSG00000144285.17	chr2:166149214
ENSG00000238813.1	chr2:166123597
ENSG00000222376.1	chr2:166180966
ENSG00000169432.14	chr2:166375993
ENSG00000136546.13	chr2:166494247
ENSG00000283657.1	chr2:166414489
ENSG00000163092.19	chr2:166888487
ENSG00000225182.1	chr2:166889884
ENSG00000254552.1	chr2:167140955
ENSG00000228222.1	chr2:167293171
ENSG00000238357.1	chr2:167631541
ENSG00000214211.2	chr2:167716065
ENSG00000235335.2	chr2:167941144
ENSG00000172318.5	chr2:167868948
ENSG00000198648.10	chr2:168248141
ENSG00000238259.1	chr2:168232220
ENSG00000241074.3	chr2:168451324
ENSG00000172292.14	chr2:168455862
ENSG00000265694.1	chr2:168582943
ENSG00000199348.1	chr2:168606496
ENSG00000227617.8	chr2:168786961
ENSG00000163072.15	chr2:168786539
ENSG00000152253.8	chr2:168913371
ENSG00000152254.10	chr2:168901240
ENSG00000073734.8	chr2:169031322
ENSG00000073737.16	chr2:169064789
ENSG00000235321.1	chr2:169100743
ENSG00000235995.1	chr2:169115195
ENSG00000081479.12	chr2:169362685
ENSG00000163093.11	chr2:169479178
ENSG00000251569.1	chr2:169479480
ENSG00000239474.6	chr2:169509702
ENSG00000138399.17	chr2:169573875
ENSG00000229827.1	chr2:169577746
ENSG00000138398.15	chr2:169584340
ENSG00000154479.12	chr2:169694433
ENSG00000226072.1	chr2:169661357
ENSG00000144362.11	chr2:169694454
ENSG00000213160.9	chr2:169694488
ENSG00000206961.1	chr2:169727872
ENSG00000231550.1	chr2:169768799
ENSG00000214369.2	chr2:169790093
ENSG00000138385.15	chr2:169791933
ENSG00000138382.14	chr2:169824931
ENSG00000144357.16	chr2:169827458
ENSG00000227176.1	chr2:170078294
ENSG00000252807.1	chr2:170120098
ENSG00000071909.18	chr2:170178145
ENSG00000231898.8	chr2:170408564
ENSG00000214821.4	chr2:170602228
ENSG00000213981.8	chr2:170695374
ENSG00000275414.1	chr2:170690564
ENSG00000222033.1	chr2:170714567
ENSG00000204335.3	chr2:170715351
ENSG00000234350.4	chr2:170770768
ENSG00000128692.8	chr2:170751805
ENSG00000239467.5	chr2:170771113
ENSG00000222509.1	chr2:170783167
ENSG00000204334.7	chr2:170783786
ENSG00000128683.13	chr2:170813213
ENSG00000235934.1	chr2:170818037
ENSG00000115806.12	chr2:170928464
ENSG00000198586.13	chr2:171231314
ENSG00000123600.19	chr2:171434802
ENSG00000224553.1	chr2:171375278
ENSG00000115827.13	chr2:171434217
ENSG00000228507.1	chr2:171491422
ENSG00000234061.1	chr2:171492905
ENSG00000233762.3	chr2:171517716
ENSG00000071967.11	chr2:171522247
ENSG00000233934.2	chr2:171587093
ENSG00000077380.15	chr2:171687409
ENSG00000115840.13	chr2:171999859
ENSG00000252779.1	chr2:171856670
ENSG00000128708.12	chr2:171922448
ENSG00000172878.13	chr2:171999583
ENSG00000144355.14	chr2:172084740
ENSG00000115844.10	chr2:172102900
ENSG00000236651.1	chr2:172103006
ENSG00000232555.1	chr2:172315287
ENSG00000278924.1	chr2:172424173
ENSG00000091409.14	chr2:172427354
ENSG00000226963.1	chr2:172428603
ENSG00000232788.1	chr2:172466022
ENSG00000225205.5	chr2:172556596
ENSG00000152256.13	chr2:172555373
ENSG00000199866.1	chr2:172558252
ENSG00000230104.1	chr2:172674898
ENSG00000228016.1	chr2:172736206
ENSG00000239041.1	chr2:172691299
ENSG00000091428.17	chr2:172735274
ENSG00000232292.1	chr2:172894383
ENSG00000091436.16	chr2:173075435
ENSG00000238133.6	chr2:173282036
ENSG00000231735.1	chr2:173297629
ENSG00000236391.3	chr2:173356208
ENSG00000144354.13	chr2:173354820
ENSG00000213148.3	chr2:173431812
ENSG00000236832.1	chr2:173478400
ENSG00000226131.1	chr2:173486362
ENSG00000237016.1	chr2:173576341
ENSG00000237617.1	chr2:173706148
ENSG00000270460.1	chr2:173811076
ENSG00000234415.1	chr2:173872465
ENSG00000224638.1	chr2:173899428
ENSG00000172845.14	chr2:173965702
ENSG00000271151.1	chr2:173968351
ENSG00000273258.1	chr2:174012975
ENSG00000260868.1	chr2:174025280
ENSG00000235414.3	chr2:174043008
ENSG00000138430.15	chr2:174248698
ENSG00000270799.1	chr2:174171891
ENSG00000243770.3	chr2:174240457
ENSG00000201088.1	chr2:174264981
ENSG00000227180.1	chr2:174300956
ENSG00000237804.1	chr2:174310974
ENSG00000231453.1	chr2:174326027
ENSG00000280414.1	chr2:174337566
ENSG00000217236.1	chr2:174334946
ENSG00000138433.15	chr2:174395715
ENSG00000144306.14	chr2:174395730
ENSG00000163328.13	chr2:174487094
ENSG00000226853.2	chr2:174487389
ENSG00000179997.8	chr2:174501952
ENSG00000279884.1	chr2:174546335
ENSG00000236449.1	chr2:174547141
ENSG00000206965.1	chr2:174558072
ENSG00000115935.17	chr2:174682916
ENSG00000237798.1	chr2:174575227
ENSG00000235655.3	chr2:174719908
ENSG00000138435.15	chr2:174787935
ENSG00000128656.13	chr2:175005369
ENSG00000212167.1	chr2:175022214
ENSG00000199827.1	chr2:175029769
ENSG00000227187.1	chr2:175034192
ENSG00000115966.16	chr2:175168382
ENSG00000277948.1	chr2:175092587
ENSG00000215973.1	chr2:175167709
ENSG00000229750.1	chr2:175167904
ENSG00000154518.9	chr2:175184607
ENSG00000200121.2	chr2:175176586
ENSG00000233131.1	chr2:175184215
ENSG00000229066.1	chr2:175257250
ENSG00000223976.1	chr2:175842887
ENSG00000235047.1	chr2:175897336
ENSG00000229779.1	chr2:175905502
ENSG00000144320.13	chr2:176002839
ENSG00000174279.4	chr2:176083913
ENSG00000128714.5	chr2:176092891
ENSG00000170178.6	chr2:176099730
ENSG00000128713.13	chr2:176104216
ENSG00000128710.5	chr2:176108790
ENSG00000237380.6	chr2:176137098
ENSG00000128709.12	chr2:176122720
ENSG00000175879.8	chr2:176129694
ENSG00000128652.11	chr2:176136612
ENSG00000207744.1	chr2:176150303
ENSG00000278500.1	chr2:176151085
ENSG00000170166.5	chr2:176151222
ENSG00000272729.1	chr2:176165716
ENSG00000224189.6	chr2:176188958
ENSG00000226363.3	chr2:176177717
ENSG00000128645.14	chr2:176188579
ENSG00000283880.1	chr2:176188843
ENSG00000279160.1	chr2:176192538
ENSG00000218175.2	chr2:176201252
ENSG00000230384.1	chr2:176242111
ENSG00000128654.13	chr2:176269395
ENSG00000237260.1	chr2:176338637
ENSG00000229434.1	chr2:176507702
ENSG00000236231.1	chr2:176531683
ENSG00000283203.1	chr2:176601052
ENSG00000272551.1	chr2:176612249
ENSG00000163364.9	chr2:176637931
ENSG00000224577.1	chr2:176637710
ENSG00000252027.1	chr2:176664676
ENSG00000230552.5	chr2:176819310
ENSG00000237053.1	chr2:176806337
ENSG00000223777.1	chr2:176809859
ENSG00000279205.1	chr2:176822030
ENSG00000227098.1	chr2:176849428
ENSG00000206866.1	chr2:176930090
ENSG00000236501.5	chr2:177164516
ENSG00000251746.1	chr2:177138699
ENSG00000229337.1	chr2:177212662
ENSG00000226273.2	chr2:177177695
ENSG00000201102.1	chr2:177194983
ENSG00000213069.3	chr2:177197985
ENSG00000170144.20	chr2:177212563
ENSG00000284252.1	chr2:177212726
ENSG00000116044.15	chr2:177392697
ENSG00000225808.1	chr2:177229506
ENSG00000265396.1	chr2:177256010
ENSG00000222043.2	chr2:177264359
ENSG00000213963.6	chr2:177392691
ENSG00000271825.1	chr2:177300600
ENSG00000271996.1	chr2:177306373
ENSG00000278418.1	chr2:177313882
ENSG00000280374.1	chr2:177318471
ENSG00000237178.2	chr2:177344443
ENSG00000238295.1	chr2:177345961
ENSG00000018510.13	chr2:177392644
ENSG00000196659.9	chr2:177553014
ENSG00000237655.1	chr2:177603089
ENSG00000197557.6	chr2:177618966
ENSG00000128655.16	chr2:178108339
ENSG00000229941.5	chr2:177698429
ENSG00000236664.1	chr2:178011989
ENSG00000213962.2	chr2:177998770
ENSG00000229744.1	chr2:178017993
ENSG00000206788.1	chr2:178038902
ENSG00000249909.1	chr2:178104470
ENSG00000227241.1	chr2:178105637
ENSG00000155636.14	chr2:178112424
ENSG00000223096.1	chr2:178142548
ENSG00000079156.16	chr2:178194481
ENSG00000223960.6	chr2:178413939
ENSG00000180228.12	chr2:178451512
ENSG00000204311.12	chr2:178451436
ENSG00000238082.1	chr2:178454716
ENSG00000079150.17	chr2:178478600
ENSG00000116095.10	chr2:178480468
ENSG00000237298.9	chr2:178521183
ENSG00000155657.26	chr2:178830802
ENSG00000270956.1	chr2:178541125
ENSG00000270277.1	chr2:178548884
ENSG00000279598.1	chr2:178554561
ENSG00000271011.1	chr2:178577103
ENSG00000270574.1	chr2:178578790
ENSG00000271141.1	chr2:178616581
ENSG00000271401.1	chr2:178644717
ENSG00000267784.1	chr2:178723457
ENSG00000163492.14	chr2:179050086
ENSG00000238542.1	chr2:178831449
ENSG00000231541.1	chr2:179001756
ENSG00000187231.13	chr2:179264790
ENSG00000237477.1	chr2:179273831
ENSG00000237964.3	chr2:179400875
ENSG00000144331.18	chr2:179861505
ENSG00000213126.2	chr2:179814251
ENSG00000221240.1	chr2:179860908
ENSG00000280636.1	chr2:179934538
ENSG00000202216.2	chr2:179934527
ENSG00000163510.13	chr2:180007113
ENSG00000270289.1	chr2:180473419
ENSG00000225258.1	chr2:180692454
ENSG00000281131.1	chr2:180692104
ENSG00000279559.1	chr2:180801227
ENSG00000226564.1	chr2:180873414
ENSG00000236667.1	chr2:180939298
ENSG00000170035.15	chr2:180967248
ENSG00000236153.1	chr2:180980090
ENSG00000238171.1	chr2:181105968
ENSG00000234663.5	chr2:181101932
ENSG00000266705.1	chr2:181305652
ENSG00000226681.1	chr2:181425749
ENSG00000115232.13	chr2:181457202
ENSG00000188452.13	chr2:181680665
ENSG00000162992.3	chr2:181680876
